spotrf	0	409600	cea37d6d	14.261694000
strsm	7	819200	2c1922b7	5.543749000
strsm	0	819200	2c1922b7	1.889239000
strsm	4	819200	2c1922b7	6.647326000
strsm	6	819200	2c1922b7	7.865018000
ssyrk	7	819200	2c1922b7	4.106493000
ssyrk	0	819200	2c1922b7	3.856341000
sgemm	7	1228800	d46431bb	10.695088000
strsm	0	819200	2c1922b7	11.286948000
strsm	5	819200	2c1922b7	12.353213000
ssyrk	6	819200	2c1922b7	10.683204000
ssyrk	4	819200	2c1922b7	10.699623000
strsm	3	819200	2c1922b7	20.076343000
ssyrk	5	819200	2c1922b7	17.900585000
strsm	2	819200	2c1922b7	40.355367000
strsm	7	819200	2c1922b7	17.968495000
sgemm	6	1228800	d46431bb	18.111792000
ssyrk	7	819200	2c1922b7	20.982614000
sgemm	6	1228800	d46431bb	20.797052000
ssyrk	0	819200	2c1922b7	39.930487000
ssyrk	3	819200	2c1922b7	61.007713000
sgemm	6	1228800	d46431bb	67.666507000
sgemm	3	1228800	d46431bb	27.723126000
sgemm	4	1228800	d46431bb	106.000229000
sgemm	5	1228800	d46431bb	88.734517000
ssyrk	2	819200	2c1922b7	88.715920000
sgemm	7	1228800	d46431bb	103.129145000
sgemm	0	1228800	d46431bb	101.419330000
sgemm	1	1228800	d46431bb	135.874732000
sgemm	5	1228800	d46431bb	35.389146000
sgemm	3	1228800	d46431bb	46.896988000
sgemm	6	1228800	d46431bb	46.902775000
sgemm	5	1228800	d46431bb	36.043698000
sgemm	6	1228800	d46431bb	27.816962000
sgemm	7	1228800	d46431bb	59.230369000
sgemm	4	1228800	d46431bb	94.629676000
sgemm	1	1228800	d46431bb	75.172826000
sgemm	7	1228800	d46431bb	62.247054000
sgemm	4	1228800	d46431bb	62.246055000
sgemm	5	1228800	d46431bb	85.420449000
sgemm	6	1228800	d46431bb	82.202552000
sgemm	3	1228800	d46431bb	110.058458000
strsm	0	819200	2c1922b7	122.360404000
sgemm	1	1228800	d46431bb	56.260005000
ssyrk	0	819200	2c1922b7	30.107136000
sgemm	7	1228800	d46431bb	30.984820000
sgemm	1	1228800	d46431bb	21.077584000
sgemm	5	1228800	d46431bb	31.023367000
strsm	4	819200	2c1922b7	48.330382000
sgemm	7	1228800	d46431bb	17.288831000
sgemm	5	1228800	d46431bb	17.262520000
sgemm	1	1228800	d46431bb	37.951341000
ssyrk	4	819200	2c1922b7	37.859968000
sgemm	7	1228800	d46431bb	44.637415000
sgemm	5	1228800	d46431bb	44.614169000
strsm	1	819200	2c1922b7	62.021253000
sgemm	7	1228800	d46431bb	38.193997000
sgemm	4	1228800	d46431bb	44.890337000
sgemm	3	1228800	d46431bb	131.205848000
sgemm	0	1228800	d46431bb	100.176641000
sgemm	6	1228800	d46431bb	131.207936000
sgemm	4	1228800	d46431bb	28.324809000
sgemm	3	1228800	d46431bb	28.307937000
sgemm	5	1228800	d46431bb	66.504613000
ssyrk	1	819200	2c1922b7	28.456383000
sgemm	0	1228800	d46431bb	57.356352000
sgemm	5	1228800	d46431bb	28.992801000
strsm	0	819200	2c1922b7	47.807641000
strsm	6	819200	2c1922b7	116.111293000
sgemm	3	1228800	d46431bb	89.243636000
strsm	7	819200	2c1922b7	119.374580000
sgemm	0	1228800	d46431bb	14.124435000
sgemm	4	1228800	d46431bb	93.094316000
sgemm	1	1228800	d46431bb	93.456945000
ssyrk	6	819200	2c1922b7	6.117827000
ssyrk	3	819200	2c1922b7	19.962488000
sgemm	5	1228800	d46431bb	80.152549000
ssyrk	7	819200	2c1922b7	18.403411000
sgemm	4	1228800	d46431bb	16.443630000
sgemm	1	1228800	d46431bb	16.090582000
strsm	0	819200	2c1922b7	18.489817000
