17747, slaset, M768x1x4, 3072,
17748, slaset, M768x1x4, 3072,
17749, slaset, M768x1x4, 3072,
17750, slaset, M768x1x4, 3072,
17751, slaset, M768x1x4, 3072,
17752, slaset, M768x1x4, 3072,
17753, slaset, M768x1x4, 3072,
17754, slaset, M768x1x4, 3072,
17755, slaset, M768x1x4, 3072,
17756, slaset, M768x1x4, 3072,
17757, slaset, M768x1x4, 3072,
17758, slaset, M768x1x4, 3072,
17759, slaset, M768x1x4, 3072,
17760, slaset, M768x1x4, 3072,
17761, slaset, M768x1x4, 3072,
17762, slaset, M768x1x4, 3072,
17763, slaset, M768x1x4, 3072,
17764, slaset, M768x1x4, 3072,
17765, slaset, M768x1x4, 3072,
17766, slaset, M768x1x4, 3072,
17767, slaset, M768x1x4, 3072,
17768, slaset, M768x1x4, 3072,
17769, slaset, M768x1x4, 3072,
17770, slaset, M768x1x4, 3072,
17771, slaset, M768x1x4, 3072,
17772, slaset, M768x1x4, 3072,
17773, slaset, M768x1x4, 3072,
17774, slaset, M768x1x4, 3072,
17775, slaset, M768x1x4, 3072,
17776, slaset, M768x1x4, 3072,
17777, slaset, M768x1x4, 3072,
17778, slaset, M768x1x4, 3072,
17779, slaset, M768x1x4, 3072,
17780, slaset, M768x1x4, 3072,
17781, slaset, M768x1x4, 3072,
17782, slaset, M768x1x4, 3072,
17783, slaset, M768x1x4, 3072,
17784, slaset, M768x1x4, 3072,
17785, slaset, M768x1x4, 3072,
17786, slaset, M768x1x4, 3072,
17787, slaset, M768x1x4, 3072,
17788, slaset, M768x1x4, 3072,
17789, slaset, M768x1x4, 3072,
17790, slaset, M768x1x4, 3072,
17791, slaset, M768x1x4, 3072,
17792, slaset, M768x1x4, 3072,
17793, slaset, M768x1x4, 3072,
17794, slaset, M768x1x4, 3072,
17795, slaset, M768x1x4, 3072,
17796, slaset, M768x1x4, 3072,
17797, sasum, M768x768x4_M768x1x4, 2362368,
17798, sasum, M768x768x4_M768x1x4, 2362368,
17799, sasum, M768x768x4_M768x1x4, 2362368,
17800, sasum, M768x768x4_M768x1x4, 2362368,
17801, sasum, M768x768x4_M768x1x4, 2362368,
17802, sasum, M768x768x4_M768x1x4, 2362368,
17803, sasum, M768x768x4_M768x1x4, 2362368,
17804, sasum, M768x768x4_M768x1x4, 2362368,
17805, sasum, M768x768x4_M768x1x4, 2362368,
17806, sasum, M768x768x4_M768x1x4, 2362368,
17807, sasum, M768x768x4_M768x1x4, 2362368,
17808, sasum, M768x768x4_M768x1x4, 2362368,
17809, sasum, M768x768x4_M768x1x4, 2362368,
17810, sasum, M768x768x4_M768x1x4, 2362368,
17811, sasum, M768x768x4_M768x1x4, 2362368,
17812, sasum, M768x768x4_M768x1x4, 2362368,
17813, sasum, M768x768x4_M768x1x4, 2362368,
17814, sasum, M768x768x4_M768x1x4, 2362368,
17815, sasum, M768x768x4_M768x1x4, 2362368,
17816, sasum, M768x768x4_M768x1x4, 2362368,
17817, sasum, M768x768x4_M768x1x4, 2362368,
17818, sasum, M768x768x4_M768x1x4, 2362368,
17819, sasum, M768x768x4_M768x1x4, 2362368,
17820, sasum, M768x768x4_M768x1x4, 2362368,
17821, sasum, M768x768x4_M768x1x4, 2362368,
17822, sasum, M768x768x4_M768x1x4, 2362368,
17823, sasum, M768x768x4_M768x1x4, 2362368,
17824, sasum, M768x768x4_M768x1x4, 2362368,
17825, sasum, M768x768x4_M768x1x4, 2362368,
17826, sasum, M768x768x4_M768x1x4, 2362368,
17827, sasum, M768x768x4_M768x1x4, 2362368,
17828, sasum, M768x768x4_M768x1x4, 2362368,
17829, sasum, M768x768x4_M768x1x4, 2362368,
17830, sasum, M768x768x4_M768x1x4, 2362368,
17831, sasum, M768x768x4_M768x1x4, 2362368,
17832, sasum, M768x768x4_M768x1x4, 2362368,
17833, sasum, M768x768x4_M768x1x4, 2362368,
17834, sasum, M768x768x4_M768x1x4, 2362368,
17835, sasum, M768x768x4_M768x1x4, 2362368,
17836, sasum, M768x768x4_M768x1x4, 2362368,
17837, sasum, M768x768x4_M768x1x4, 2362368,
17838, sasum, M768x768x4_M768x1x4, 2362368,
17839, sasum, M768x768x4_M768x1x4, 2362368,
17840, sasum, M768x768x4_M768x1x4, 2362368,
17841, sasum, M768x768x4_M768x1x4, 2362368,
17842, sasum, M768x768x4_M768x1x4, 2362368,
17843, sasum, M768x768x4_M768x1x4, 2362368,
17844, sasum, M768x768x4_M768x1x4, 2362368,
17845, sasum, M768x768x4_M768x1x4, 2362368,
17846, sasum, M768x768x4_M768x1x4, 2362368,
17847, slaset, M768x1x4, 3072,
17848, sgeadd, M768x1x4_M768x1x4, 6144,
17849, sgeadd, M768x1x4_M768x1x4, 6144,
17850, sgeadd, M768x1x4_M768x1x4, 6144,
17851, sgeadd, M768x1x4_M768x1x4, 6144,
17852, sgeadd, M768x1x4_M768x1x4, 6144,
