17747, slaset, M64x1x4, 256,
17748, slaset, M64x1x4, 256,
17749, slaset, M64x1x4, 256,
17750, slaset, M64x1x4, 256,
17751, slaset, M64x1x4, 256,
17752, slaset, M64x1x4, 256,
17753, slaset, M64x1x4, 256,
17754, slaset, M64x1x4, 256,
17755, slaset, M64x1x4, 256,
17756, slaset, M64x1x4, 256,
17757, slaset, M64x1x4, 256,
17758, slaset, M64x1x4, 256,
17759, slaset, M64x1x4, 256,
17760, slaset, M64x1x4, 256,
17761, slaset, M64x1x4, 256,
17762, slaset, M64x1x4, 256,
17763, slaset, M64x1x4, 256,
17764, slaset, M64x1x4, 256,
17765, slaset, M64x1x4, 256,
17766, slaset, M64x1x4, 256,
17767, slaset, M64x1x4, 256,
17768, slaset, M64x1x4, 256,
17769, slaset, M64x1x4, 256,
17770, slaset, M64x1x4, 256,
17771, slaset, M64x1x4, 256,
17772, slaset, M64x1x4, 256,
17773, slaset, M64x1x4, 256,
17774, slaset, M64x1x4, 256,
17775, slaset, M64x1x4, 256,
17776, slaset, M64x1x4, 256,
17777, slaset, M64x1x4, 256,
17778, slaset, M64x1x4, 256,
17779, slaset, M64x1x4, 256,
17780, slaset, M64x1x4, 256,
17781, slaset, M64x1x4, 256,
17782, slaset, M64x1x4, 256,
17783, slaset, M64x1x4, 256,
17784, slaset, M64x1x4, 256,
17785, slaset, M64x1x4, 256,
17786, slaset, M64x1x4, 256,
17787, slaset, M64x1x4, 256,
17788, slaset, M64x1x4, 256,
17789, slaset, M64x1x4, 256,
17790, slaset, M64x1x4, 256,
17791, slaset, M64x1x4, 256,
17792, slaset, M64x1x4, 256,
17793, slaset, M64x1x4, 256,
17794, slaset, M64x1x4, 256,
17795, slaset, M64x1x4, 256,
17796, slaset, M64x1x4, 256,
17797, sasum, M64x64x4_M64x1x4, 16640,
17798, sasum, M64x64x4_M64x1x4, 16640,
17799, sasum, M64x64x4_M64x1x4, 16640,
17800, sasum, M64x64x4_M64x1x4, 16640,
17801, sasum, M64x64x4_M64x1x4, 16640,
17802, sasum, M64x64x4_M64x1x4, 16640,
17803, sasum, M64x64x4_M64x1x4, 16640,
17804, sasum, M64x64x4_M64x1x4, 16640,
17805, sasum, M64x64x4_M64x1x4, 16640,
17806, sasum, M64x64x4_M64x1x4, 16640,
17807, sasum, M64x64x4_M64x1x4, 16640,
17808, sasum, M64x64x4_M64x1x4, 16640,
17809, sasum, M64x64x4_M64x1x4, 16640,
