787, slaset, M768x1x4, 3072,
788, slaset, M768x1x4, 3072,
789, slaset, M768x1x4, 3072,
790, slaset, M768x1x4, 3072,
791, slaset, M768x1x4, 3072,
792, slaset, M768x1x4, 3072,
793, slaset, M768x1x4, 3072,
794, slaset, M768x1x4, 3072,
795, slaset, M768x1x4, 3072,
796, slaset, M768x1x4, 3072,
797, sasum, M768x768x4_M768x1x4, 2362368,
798, sasum, M768x768x4_M768x1x4, 2362368,
799, sasum, M768x768x4_M768x1x4, 2362368,
800, sasum, M768x768x4_M768x1x4, 2362368,
801, sasum, M768x768x4_M768x1x4, 2362368,
802, sasum, M768x768x4_M768x1x4, 2362368,
803, sasum, M768x768x4_M768x1x4, 2362368,
804, sasum, M768x768x4_M768x1x4, 2362368,
805, sasum, M768x768x4_M768x1x4, 2362368,
806, sasum, M768x768x4_M768x1x4, 2362368,
807, slaset, M768x1x4, 3072,
808, sgeadd, M768x1x4_M768x1x4, 6144,
809, sgeadd, M768x1x4_M768x1x4, 6144,
810, sgeadd, M768x1x4_M768x1x4, 6144,
811, sgeadd, M768x1x4_M768x1x4, 6144,
812, sgeadd, M768x1x4_M768x1x4, 6144,
813, sgeadd, M768x1x4_M768x1x4, 6144,
814, sgeadd, M768x1x4_M768x1x4, 6144,
815, sgeadd, M768x1x4_M768x1x4, 6144,
816, sgeadd, M768x1x4_M768x1x4, 6144,
817, sgeadd, M768x1x4_M768x1x4, 6144,
818, slange, M768x1x4_V768x1_M768x1x4, 6912,
819, slaset, M768x1x4, 3072,
820, slaset, M768x1x4, 3072,
821, slaset, M768x1x4, 3072,
822, slaset, M768x1x4, 3072,
823, slaset, M768x1x4, 3072,
824, slaset, M768x1x4, 3072,
825, slaset, M768x1x4, 3072,
826, slaset, M768x1x4, 3072,
827, slaset, M768x1x4, 3072,
828, slaset, M768x1x4, 3072,
829, sasum, M768x768x4_M768x1x4, 2362368,
830, sasum, M768x768x4_M768x1x4, 2362368,
831, sasum, M768x768x4_M768x1x4, 2362368,
832, sasum, M768x768x4_M768x1x4, 2362368,
833, sasum, M768x768x4_M768x1x4, 2362368,
834, sasum, M768x768x4_M768x1x4, 2362368,
835, sasum, M768x768x4_M768x1x4, 2362368,
836, sasum, M768x768x4_M768x1x4, 2362368,
837, sasum, M768x768x4_M768x1x4, 2362368,
838, sasum, M768x768x4_M768x1x4, 2362368,
839, slaset, M768x1x4, 3072,
840, sgeadd, M768x1x4_M768x1x4, 6144,
841, sgeadd, M768x1x4_M768x1x4, 6144,
842, sgeadd, M768x1x4_M768x1x4, 6144,
843, sgeadd, M768x1x4_M768x1x4, 6144,
844, sgeadd, M768x1x4_M768x1x4, 6144,
845, sgeadd, M768x1x4_M768x1x4, 6144,
846, sgeadd, M768x1x4_M768x1x4, 6144,
847, sgeadd, M768x1x4_M768x1x4, 6144,
848, sgeadd, M768x1x4_M768x1x4, 6144,
849, sgeadd, M768x1x4_M768x1x4, 6144,
850, slange, M768x1x4_V768x1_M768x1x4, 6912,
851, slaset, M768x1x4, 3072,
852, slaset, M768x1x4, 3072,
853, slaset, M768x1x4, 3072,
854, slaset, M768x1x4, 3072,
855, slaset, M768x1x4, 3072,
856, slaset, M768x1x4, 3072,
857, slaset, M768x1x4, 3072,
858, slaset, M768x1x4, 3072,
859, slaset, M768x1x4, 3072,
860, slaset, M768x1x4, 3072,
861, sasum, M768x768x4_M768x1x4, 2362368,
862, sasum, M768x768x4_M768x1x4, 2362368,
863, sasum, M768x768x4_M768x1x4, 2362368,
864, sasum, M768x768x4_M768x1x4, 2362368,
865, sasum, M768x768x4_M768x1x4, 2362368,
866, sasum, M768x768x4_M768x1x4, 2362368,
867, sasum, M768x768x4_M768x1x4, 2362368,
868, sasum, M768x768x4_M768x1x4, 2362368,
869, sasum, M768x768x4_M768x1x4, 2362368,
870, sasum, M768x768x4_M768x1x4, 2362368,
871, slaset, M768x1x4, 3072,
872, sgeadd, M768x1x4_M768x1x4, 6144,
873, sgeadd, M768x1x4_M768x1x4, 6144,
874, sgeadd, M768x1x4_M768x1x4, 6144,
875, sgeadd, M768x1x4_M768x1x4, 6144,
876, sgeadd, M768x1x4_M768x1x4, 6144,
877, sgeadd, M768x1x4_M768x1x4, 6144,
878, sgeadd, M768x1x4_M768x1x4, 6144,
879, sgeadd, M768x1x4_M768x1x4, 6144,
880, sgeadd, M768x1x4_M768x1x4, 6144,
881, sgeadd, M768x1x4_M768x1x4, 6144,
882, slange, M768x1x4_V768x1_M768x1x4, 6912,
883, slaset, M768x1x4, 3072,
884, slaset, M768x1x4, 3072,
885, slaset, M768x1x4, 3072,
886, slaset, M768x1x4, 3072,
887, slaset, M768x1x4, 3072,
888, slaset, M768x1x4, 3072,
889, slaset, M768x1x4, 3072,
890, slaset, M768x1x4, 3072,
891, slaset, M768x1x4, 3072,
892, slaset, M768x1x4, 3072,
893, sasum, M768x768x4_M768x1x4, 2362368,
