58, slaset, M640x1x4, 2560,
59, sasum, M640x640x4_M640x1x4, 1640960,
60, slaset, M640x1x4, 2560,
61, sgeadd, M640x1x4_M640x1x4, 5120,
62, slange, M640x1x4_V640x1_M640x1x4, 5760,
63, slaset, M1x1x4, 4,
64, slange_max, M640x1x4_M1x1x4, 2564,
65, slange_max, M1x1x4_M1x1x4, 8,
66, slacpy, M1x1x4_M640x1x4, 2564,
