787, slaset, M960x1x4, 3840,
788, slaset, M960x1x4, 3840,
789, slaset, M960x1x4, 3840,
790, slaset, M960x1x4, 3840,
791, slaset, M960x1x4, 3840,
792, slaset, M960x1x4, 3840,
793, slaset, M960x1x4, 3840,
794, slaset, M960x1x4, 3840,
795, slaset, M960x1x4, 3840,
796, slaset, M960x1x4, 3840,
797, sasum, M960x960x4_M960x1x4, 3690240,
798, sasum, M960x960x4_M960x1x4, 3690240,
799, sasum, M960x960x4_M960x1x4, 3690240,
800, sasum, M960x960x4_M960x1x4, 3690240,
801, sasum, M960x960x4_M960x1x4, 3690240,
802, sasum, M960x960x4_M960x1x4, 3690240,
803, sasum, M960x960x4_M960x1x4, 3690240,
804, sasum, M960x960x4_M960x1x4, 3690240,
805, sasum, M960x960x4_M960x1x4, 3690240,
806, sasum, M960x960x4_M960x1x4, 3690240,
807, slaset, M960x1x4, 3840,
808, sgeadd, M960x1x4_M960x1x4, 7680,
809, sgeadd, M960x1x4_M960x1x4, 7680,
810, sgeadd, M960x1x4_M960x1x4, 7680,
811, sgeadd, M960x1x4_M960x1x4, 7680,
812, sgeadd, M960x1x4_M960x1x4, 7680,
813, sgeadd, M960x1x4_M960x1x4, 7680,
814, sgeadd, M960x1x4_M960x1x4, 7680,
815, sgeadd, M960x1x4_M960x1x4, 7680,
816, sgeadd, M960x1x4_M960x1x4, 7680,
817, sgeadd, M960x1x4_M960x1x4, 7680,
818, slange, M960x1x4_V960x1_M960x1x4, 8640,
819, slaset, M960x1x4, 3840,
820, slaset, M960x1x4, 3840,
821, slaset, M960x1x4, 3840,
822, slaset, M960x1x4, 3840,
823, slaset, M960x1x4, 3840,
824, slaset, M960x1x4, 3840,
825, slaset, M960x1x4, 3840,
826, slaset, M960x1x4, 3840,
827, slaset, M960x1x4, 3840,
828, slaset, M960x1x4, 3840,
829, sasum, M960x960x4_M960x1x4, 3690240,
830, sasum, M960x960x4_M960x1x4, 3690240,
831, sasum, M960x960x4_M960x1x4, 3690240,
832, sasum, M960x960x4_M960x1x4, 3690240,
833, sasum, M960x960x4_M960x1x4, 3690240,
834, sasum, M960x960x4_M960x1x4, 3690240,
835, sasum, M960x960x4_M960x1x4, 3690240,
836, sasum, M960x960x4_M960x1x4, 3690240,
837, sasum, M960x960x4_M960x1x4, 3690240,
838, sasum, M960x960x4_M960x1x4, 3690240,
839, slaset, M960x1x4, 3840,
840, sgeadd, M960x1x4_M960x1x4, 7680,
841, sgeadd, M960x1x4_M960x1x4, 7680,
842, sgeadd, M960x1x4_M960x1x4, 7680,
843, sgeadd, M960x1x4_M960x1x4, 7680,
844, sgeadd, M960x1x4_M960x1x4, 7680,
845, sgeadd, M960x1x4_M960x1x4, 7680,
846, sgeadd, M960x1x4_M960x1x4, 7680,
847, sgeadd, M960x1x4_M960x1x4, 7680,
848, sgeadd, M960x1x4_M960x1x4, 7680,
