787, slaset, M256x1x4, 1024,
788, slaset, M256x1x4, 1024,
789, slaset, M256x1x4, 1024,
790, slaset, M256x1x4, 1024,
791, slaset, M256x1x4, 1024,
792, slaset, M256x1x4, 1024,
793, slaset, M256x1x4, 1024,
794, slaset, M256x1x4, 1024,
795, slaset, M256x1x4, 1024,
796, slaset, M256x1x4, 1024,
797, sasum, M256x256x4_M256x1x4, 263168,
798, sasum, M256x256x4_M256x1x4, 263168,
799, sasum, M256x256x4_M256x1x4, 263168,
800, sasum, M256x256x4_M256x1x4, 263168,
801, sasum, M256x256x4_M256x1x4, 263168,
802, sasum, M256x256x4_M256x1x4, 263168,
803, sasum, M256x256x4_M256x1x4, 263168,
804, sasum, M256x256x4_M256x1x4, 263168,
805, sasum, M256x256x4_M256x1x4, 263168,
806, sasum, M256x256x4_M256x1x4, 263168,
807, slaset, M256x1x4, 1024,
808, sgeadd, M256x1x4_M256x1x4, 2048,
809, sgeadd, M256x1x4_M256x1x4, 2048,
810, sgeadd, M256x1x4_M256x1x4, 2048,
811, sgeadd, M256x1x4_M256x1x4, 2048,
812, sgeadd, M256x1x4_M256x1x4, 2048,
813, sgeadd, M256x1x4_M256x1x4, 2048,
814, sgeadd, M256x1x4_M256x1x4, 2048,
815, sgeadd, M256x1x4_M256x1x4, 2048,
816, sgeadd, M256x1x4_M256x1x4, 2048,
817, sgeadd, M256x1x4_M256x1x4, 2048,
818, slange, M256x1x4_V256x1_M256x1x4, 2304,
819, slaset, M256x1x4, 1024,
820, slaset, M256x1x4, 1024,
821, slaset, M256x1x4, 1024,
822, slaset, M256x1x4, 1024,
823, slaset, M256x1x4, 1024,
824, slaset, M256x1x4, 1024,
825, slaset, M256x1x4, 1024,
826, slaset, M256x1x4, 1024,
827, slaset, M256x1x4, 1024,
828, slaset, M256x1x4, 1024,
829, sasum, M256x256x4_M256x1x4, 263168,
830, sasum, M256x256x4_M256x1x4, 263168,
831, sasum, M256x256x4_M256x1x4, 263168,
832, sasum, M256x256x4_M256x1x4, 263168,
833, sasum, M256x256x4_M256x1x4, 263168,
834, sasum, M256x256x4_M256x1x4, 263168,
835, sasum, M256x256x4_M256x1x4, 263168,
836, sasum, M256x256x4_M256x1x4, 263168,
837, sasum, M256x256x4_M256x1x4, 263168,
838, sasum, M256x256x4_M256x1x4, 263168,
839, slaset, M256x1x4, 1024,
840, sgeadd, M256x1x4_M256x1x4, 2048,
841, sgeadd, M256x1x4_M256x1x4, 2048,
842, sgeadd, M256x1x4_M256x1x4, 2048,
843, sgeadd, M256x1x4_M256x1x4, 2048,
844, sgeadd, M256x1x4_M256x1x4, 2048,
845, sgeadd, M256x1x4_M256x1x4, 2048,
846, sgeadd, M256x1x4_M256x1x4, 2048,
847, sgeadd, M256x1x4_M256x1x4, 2048,
848, sgeadd, M256x1x4_M256x1x4, 2048,
849, sgeadd, M256x1x4_M256x1x4, 2048,
850, slange, M256x1x4_V256x1_M256x1x4, 2304,
851, slaset, M256x1x4, 1024,
852, slaset, M256x1x4, 1024,
853, slaset, M256x1x4, 1024,
854, slaset, M256x1x4, 1024,
855, slaset, M256x1x4, 1024,
856, slaset, M256x1x4, 1024,
857, slaset, M256x1x4, 1024,
858, slaset, M256x1x4, 1024,
859, slaset, M256x1x4, 1024,
860, slaset, M256x1x4, 1024,
861, sasum, M256x256x4_M256x1x4, 263168,
862, sasum, M256x256x4_M256x1x4, 263168,
863, sasum, M256x256x4_M256x1x4, 263168,
864, sasum, M256x256x4_M256x1x4, 263168,
865, sasum, M256x256x4_M256x1x4, 263168,
866, sasum, M256x256x4_M256x1x4, 263168,
867, sasum, M256x256x4_M256x1x4, 263168,
868, sasum, M256x256x4_M256x1x4, 263168,
869, sasum, M256x256x4_M256x1x4, 263168,
870, sasum, M256x256x4_M256x1x4, 263168,
871, slaset, M256x1x4, 1024,
872, sgeadd, M256x1x4_M256x1x4, 2048,
873, sgeadd, M256x1x4_M256x1x4, 2048,
874, sgeadd, M256x1x4_M256x1x4, 2048,
875, sgeadd, M256x1x4_M256x1x4, 2048,
876, sgeadd, M256x1x4_M256x1x4, 2048,
877, sgeadd, M256x1x4_M256x1x4, 2048,
878, sgeadd, M256x1x4_M256x1x4, 2048,
879, sgeadd, M256x1x4_M256x1x4, 2048,
880, sgeadd, M256x1x4_M256x1x4, 2048,
881, sgeadd, M256x1x4_M256x1x4, 2048,
882, slange, M256x1x4_V256x1_M256x1x4, 2304,
883, slaset, M256x1x4, 1024,
884, slaset, M256x1x4, 1024,
885, slaset, M256x1x4, 1024,
886, slaset, M256x1x4, 1024,
887, slaset, M256x1x4, 1024,
888, slaset, M256x1x4, 1024,
889, slaset, M256x1x4, 1024,
890, slaset, M256x1x4, 1024,
891, slaset, M256x1x4, 1024,
892, slaset, M256x1x4, 1024,
893, sasum, M256x256x4_M256x1x4, 263168,
894, sasum, M256x256x4_M256x1x4, 263168,
895, sasum, M256x256x4_M256x1x4, 263168,
896, sasum, M256x256x4_M256x1x4, 263168,
897, sasum, M256x256x4_M256x1x4, 263168,
898, sasum, M256x256x4_M256x1x4, 263168,
899, sasum, M256x256x4_M256x1x4, 263168,
900, sasum, M256x256x4_M256x1x4, 263168,
901, sasum, M256x256x4_M256x1x4, 263168,
902, sasum, M256x256x4_M256x1x4, 263168,
903, slaset, M256x1x4, 1024,
904, sgeadd, M256x1x4_M256x1x4, 2048,
905, sgeadd, M256x1x4_M256x1x4, 2048,
906, sgeadd, M256x1x4_M256x1x4, 2048,
907, sgeadd, M256x1x4_M256x1x4, 2048,
908, sgeadd, M256x1x4_M256x1x4, 2048,
909, sgeadd, M256x1x4_M256x1x4, 2048,
910, sgeadd, M256x1x4_M256x1x4, 2048,
911, sgeadd, M256x1x4_M256x1x4, 2048,
912, sgeadd, M256x1x4_M256x1x4, 2048,
913, sgeadd, M256x1x4_M256x1x4, 2048,
914, slange, M256x1x4_V256x1_M256x1x4, 2304,
915, slaset, M256x1x4, 1024,
916, slaset, M256x1x4, 1024,
917, slaset, M256x1x4, 1024,
918, slaset, M256x1x4, 1024,
919, slaset, M256x1x4, 1024,
920, slaset, M256x1x4, 1024,
921, slaset, M256x1x4, 1024,
922, slaset, M256x1x4, 1024,
923, slaset, M256x1x4, 1024,
924, slaset, M256x1x4, 1024,
925, sasum, M256x256x4_M256x1x4, 263168,
926, sasum, M256x256x4_M256x1x4, 263168,
927, sasum, M256x256x4_M256x1x4, 263168,
928, sasum, M256x256x4_M256x1x4, 263168,
929, sasum, M256x256x4_M256x1x4, 263168,
930, sasum, M256x256x4_M256x1x4, 263168,
931, sasum, M256x256x4_M256x1x4, 263168,
932, sasum, M256x256x4_M256x1x4, 263168,
933, sasum, M256x256x4_M256x1x4, 263168,
934, sasum, M256x256x4_M256x1x4, 263168,
935, slaset, M256x1x4, 1024,
936, sgeadd, M256x1x4_M256x1x4, 2048,
937, sgeadd, M256x1x4_M256x1x4, 2048,
938, sgeadd, M256x1x4_M256x1x4, 2048,
939, sgeadd, M256x1x4_M256x1x4, 2048,
940, sgeadd, M256x1x4_M256x1x4, 2048,
941, sgeadd, M256x1x4_M256x1x4, 2048,
942, sgeadd, M256x1x4_M256x1x4, 2048,
943, sgeadd, M256x1x4_M256x1x4, 2048,
944, sgeadd, M256x1x4_M256x1x4, 2048,
945, sgeadd, M256x1x4_M256x1x4, 2048,
946, slange, M256x1x4_V256x1_M256x1x4, 2304,
947, slaset, M256x1x4, 1024,
948, slaset, M256x1x4, 1024,
949, slaset, M256x1x4, 1024,
950, slaset, M256x1x4, 1024,
951, slaset, M256x1x4, 1024,
952, slaset, M256x1x4, 1024,
953, slaset, M256x1x4, 1024,
954, slaset, M256x1x4, 1024,
955, slaset, M256x1x4, 1024,
956, slaset, M256x1x4, 1024,
957, sasum, M256x256x4_M256x1x4, 263168,
958, sasum, M256x256x4_M256x1x4, 263168,
959, sasum, M256x256x4_M256x1x4, 263168,
960, sasum, M256x256x4_M256x1x4, 263168,
961, sasum, M256x256x4_M256x1x4, 263168,
962, sasum, M256x256x4_M256x1x4, 263168,
963, sasum, M256x256x4_M256x1x4, 263168,
