58, slaset, M256x1x4, 1024,
59, sasum, M256x256x4_M256x1x4, 263168,
60, slaset, M256x1x4, 1024,
61, sgeadd, M256x1x4_M256x1x4, 2048,
62, slange, M256x1x4_V256x1_M256x1x4, 2304,
63, slaset, M1x1x4, 4,
64, slange_max, M256x1x4_M1x1x4, 1028,
65, slange_max, M1x1x4_M1x1x4, 8,
66, slacpy, M1x1x4_M256x1x4, 1028,
