58, slaset, M768x1x4, 3072,
59, sasum, M768x768x4_M768x1x4, 2362368,
60, slaset, M768x1x4, 3072,
61, sgeadd, M768x1x4_M768x1x4, 6144,
62, slange, M768x1x4_V768x1_M768x1x4, 6912,
63, slaset, M1x1x4, 4,
64, slange_max, M768x1x4_M1x1x4, 3076,
65, slange_max, M1x1x4_M1x1x4, 8,
66, slacpy, M1x1x4_M768x1x4, 3076,
