242, slaset, M64x1x4, 256,
243, slaset, M64x1x4, 256,
244, slaset, M64x1x4, 256,
245, slaset, M64x1x4, 256,
246, slaset, M64x1x4, 256,
247, sasum, M64x64x4_M64x1x4, 16640,
248, sasum, M64x64x4_M64x1x4, 16640,
249, sasum, M64x64x4_M64x1x4, 16640,
250, sasum, M64x64x4_M64x1x4, 16640,
251, sasum, M64x64x4_M64x1x4, 16640,
252, slaset, M64x1x4, 256,
253, sgeadd, M64x1x4_M64x1x4, 512,
254, sgeadd, M64x1x4_M64x1x4, 512,
255, sgeadd, M64x1x4_M64x1x4, 512,
256, sgeadd, M64x1x4_M64x1x4, 512,
257, sgeadd, M64x1x4_M64x1x4, 512,
258, slange, M64x1x4_V64x1_M64x1x4, 576,
259, slaset, M64x1x4, 256,
260, slaset, M64x1x4, 256,
261, slaset, M64x1x4, 256,
262, slaset, M64x1x4, 256,
263, slaset, M64x1x4, 256,
264, sasum, M64x64x4_M64x1x4, 16640,
265, sasum, M64x64x4_M64x1x4, 16640,
266, sasum, M64x64x4_M64x1x4, 16640,
267, sasum, M64x64x4_M64x1x4, 16640,
268, sasum, M64x64x4_M64x1x4, 16640,
269, slaset, M64x1x4, 256,
270, sgeadd, M64x1x4_M64x1x4, 512,
271, sgeadd, M64x1x4_M64x1x4, 512,
272, sgeadd, M64x1x4_M64x1x4, 512,
273, sgeadd, M64x1x4_M64x1x4, 512,
274, sgeadd, M64x1x4_M64x1x4, 512,
275, slange, M64x1x4_V64x1_M64x1x4, 576,
276, slaset, M64x1x4, 256,
277, slaset, M64x1x4, 256,
278, slaset, M64x1x4, 256,
279, slaset, M64x1x4, 256,
280, slaset, M64x1x4, 256,
281, sasum, M64x64x4_M64x1x4, 16640,
282, sasum, M64x64x4_M64x1x4, 16640,
283, sasum, M64x64x4_M64x1x4, 16640,
284, sasum, M64x64x4_M64x1x4, 16640,
285, sasum, M64x64x4_M64x1x4, 16640,
286, slaset, M64x1x4, 256,
287, sgeadd, M64x1x4_M64x1x4, 512,
288, sgeadd, M64x1x4_M64x1x4, 512,
289, sgeadd, M64x1x4_M64x1x4, 512,
290, sgeadd, M64x1x4_M64x1x4, 512,
291, sgeadd, M64x1x4_M64x1x4, 512,
292, slange, M64x1x4_V64x1_M64x1x4, 576,
293, slaset, M64x1x4, 256,
294, slaset, M64x1x4, 256,
295, slaset, M64x1x4, 256,
296, slaset, M64x1x4, 256,
297, slaset, M64x1x4, 256,
298, sasum, M64x64x4_M64x1x4, 16640,
299, sasum, M64x64x4_M64x1x4, 16640,
300, sasum, M64x64x4_M64x1x4, 16640,
301, sasum, M64x64x4_M64x1x4, 16640,
302, sasum, M64x64x4_M64x1x4, 16640,
303, slaset, M64x1x4, 256,
304, sgeadd, M64x1x4_M64x1x4, 512,
305, sgeadd, M64x1x4_M64x1x4, 512,
306, sgeadd, M64x1x4_M64x1x4, 512,
307, sgeadd, M64x1x4_M64x1x4, 512,
308, sgeadd, M64x1x4_M64x1x4, 512,
309, slange, M64x1x4_V64x1_M64x1x4, 576,
310, slaset, M64x1x4, 256,
311, slaset, M64x1x4, 256,
312, slaset, M64x1x4, 256,
313, slaset, M64x1x4, 256,
314, slaset, M64x1x4, 256,
315, sasum, M64x64x4_M64x1x4, 16640,
316, sasum, M64x64x4_M64x1x4, 16640,
317, sasum, M64x64x4_M64x1x4, 16640,
318, sasum, M64x64x4_M64x1x4, 16640,
319, sasum, M64x64x4_M64x1x4, 16640,
320, slaset, M64x1x4, 256,
321, sgeadd, M64x1x4_M64x1x4, 512,
322, sgeadd, M64x1x4_M64x1x4, 512,
323, sgeadd, M64x1x4_M64x1x4, 512,
324, sgeadd, M64x1x4_M64x1x4, 512,
325, sgeadd, M64x1x4_M64x1x4, 512,
326, slange, M64x1x4_V64x1_M64x1x4, 576,
327, slaset, M1x1x4, 4,
328, slange_max, M64x1x4_M1x1x4, 260,
329, slange_max, M64x1x4_M1x1x4, 260,
330, slange_max, M64x1x4_M1x1x4, 260,
331, slange_max, M64x1x4_M1x1x4, 260,
332, slange_max, M64x1x4_M1x1x4, 260,
333, slange_max, M1x1x4_M1x1x4, 8,
334, slacpy, M1x1x4_M64x1x4, 260,
