58, slaset, M320x1x4, 1280,
59, sasum, M320x320x4_M320x1x4, 410880,
60, slaset, M320x1x4, 1280,
61, sgeadd, M320x1x4_M320x1x4, 2560,
62, slange, M320x1x4_V320x1_M320x1x4, 2880,
63, slaset, M1x1x4, 4,
64, slange_max, M320x1x4_M1x1x4, 1284,
65, slange_max, M1x1x4_M1x1x4, 8,
66, slacpy, M1x1x4_M320x1x4, 1284,
