787, slaset, M640x1x4, 2560,
788, slaset, M640x1x4, 2560,
789, slaset, M640x1x4, 2560,
790, slaset, M640x1x4, 2560,
791, slaset, M640x1x4, 2560,
792, slaset, M640x1x4, 2560,
793, slaset, M640x1x4, 2560,
794, slaset, M640x1x4, 2560,
795, slaset, M640x1x4, 2560,
796, slaset, M640x1x4, 2560,
797, sasum, M640x640x4_M640x1x4, 1640960,
798, sasum, M640x640x4_M640x1x4, 1640960,
799, sasum, M640x640x4_M640x1x4, 1640960,
800, sasum, M640x640x4_M640x1x4, 1640960,
801, sasum, M640x640x4_M640x1x4, 1640960,
802, sasum, M640x640x4_M640x1x4, 1640960,
803, sasum, M640x640x4_M640x1x4, 1640960,
804, sasum, M640x640x4_M640x1x4, 1640960,
805, sasum, M640x640x4_M640x1x4, 1640960,
806, sasum, M640x640x4_M640x1x4, 1640960,
807, slaset, M640x1x4, 2560,
808, sgeadd, M640x1x4_M640x1x4, 5120,
809, sgeadd, M640x1x4_M640x1x4, 5120,
810, sgeadd, M640x1x4_M640x1x4, 5120,
811, sgeadd, M640x1x4_M640x1x4, 5120,
812, sgeadd, M640x1x4_M640x1x4, 5120,
813, sgeadd, M640x1x4_M640x1x4, 5120,
814, sgeadd, M640x1x4_M640x1x4, 5120,
815, sgeadd, M640x1x4_M640x1x4, 5120,
816, sgeadd, M640x1x4_M640x1x4, 5120,
817, sgeadd, M640x1x4_M640x1x4, 5120,
818, slange, M640x1x4_V640x1_M640x1x4, 5760,
819, slaset, M640x1x4, 2560,
820, slaset, M640x1x4, 2560,
821, slaset, M640x1x4, 2560,
822, slaset, M640x1x4, 2560,
823, slaset, M640x1x4, 2560,
824, slaset, M640x1x4, 2560,
825, slaset, M640x1x4, 2560,
826, slaset, M640x1x4, 2560,
827, slaset, M640x1x4, 2560,
828, slaset, M640x1x4, 2560,
829, sasum, M640x640x4_M640x1x4, 1640960,
830, sasum, M640x640x4_M640x1x4, 1640960,
831, sasum, M640x640x4_M640x1x4, 1640960,
832, sasum, M640x640x4_M640x1x4, 1640960,
833, sasum, M640x640x4_M640x1x4, 1640960,
834, sasum, M640x640x4_M640x1x4, 1640960,
835, sasum, M640x640x4_M640x1x4, 1640960,
836, sasum, M640x640x4_M640x1x4, 1640960,
837, sasum, M640x640x4_M640x1x4, 1640960,
838, sasum, M640x640x4_M640x1x4, 1640960,
839, slaset, M640x1x4, 2560,
840, sgeadd, M640x1x4_M640x1x4, 5120,
841, sgeadd, M640x1x4_M640x1x4, 5120,
842, sgeadd, M640x1x4_M640x1x4, 5120,
843, sgeadd, M640x1x4_M640x1x4, 5120,
844, sgeadd, M640x1x4_M640x1x4, 5120,
845, sgeadd, M640x1x4_M640x1x4, 5120,
846, sgeadd, M640x1x4_M640x1x4, 5120,
847, sgeadd, M640x1x4_M640x1x4, 5120,
848, sgeadd, M640x1x4_M640x1x4, 5120,
849, sgeadd, M640x1x4_M640x1x4, 5120,
850, slange, M640x1x4_V640x1_M640x1x4, 5760,
851, slaset, M640x1x4, 2560,
852, slaset, M640x1x4, 2560,
853, slaset, M640x1x4, 2560,
854, slaset, M640x1x4, 2560,
855, slaset, M640x1x4, 2560,
856, slaset, M640x1x4, 2560,
857, slaset, M640x1x4, 2560,
858, slaset, M640x1x4, 2560,
859, slaset, M640x1x4, 2560,
860, slaset, M640x1x4, 2560,
861, sasum, M640x640x4_M640x1x4, 1640960,
862, sasum, M640x640x4_M640x1x4, 1640960,
863, sasum, M640x640x4_M640x1x4, 1640960,
864, sasum, M640x640x4_M640x1x4, 1640960,
865, sasum, M640x640x4_M640x1x4, 1640960,
866, sasum, M640x640x4_M640x1x4, 1640960,
867, sasum, M640x640x4_M640x1x4, 1640960,
868, sasum, M640x640x4_M640x1x4, 1640960,
869, sasum, M640x640x4_M640x1x4, 1640960,
870, sasum, M640x640x4_M640x1x4, 1640960,
871, slaset, M640x1x4, 2560,
872, sgeadd, M640x1x4_M640x1x4, 5120,
873, sgeadd, M640x1x4_M640x1x4, 5120,
874, sgeadd, M640x1x4_M640x1x4, 5120,
875, sgeadd, M640x1x4_M640x1x4, 5120,
876, sgeadd, M640x1x4_M640x1x4, 5120,
877, sgeadd, M640x1x4_M640x1x4, 5120,
878, sgeadd, M640x1x4_M640x1x4, 5120,
879, sgeadd, M640x1x4_M640x1x4, 5120,
880, sgeadd, M640x1x4_M640x1x4, 5120,
881, sgeadd, M640x1x4_M640x1x4, 5120,
882, slange, M640x1x4_V640x1_M640x1x4, 5760,
883, slaset, M640x1x4, 2560,
884, slaset, M640x1x4, 2560,
885, slaset, M640x1x4, 2560,
886, slaset, M640x1x4, 2560,
887, slaset, M640x1x4, 2560,
888, slaset, M640x1x4, 2560,
889, slaset, M640x1x4, 2560,
890, slaset, M640x1x4, 2560,
891, slaset, M640x1x4, 2560,
892, slaset, M640x1x4, 2560,
893, sasum, M640x640x4_M640x1x4, 1640960,
894, sasum, M640x640x4_M640x1x4, 1640960,
895, sasum, M640x640x4_M640x1x4, 1640960,
896, sasum, M640x640x4_M640x1x4, 1640960,
897, sasum, M640x640x4_M640x1x4, 1640960,
898, sasum, M640x640x4_M640x1x4, 1640960,
