242, slaset, M960x1x4, 3840,
243, slaset, M960x1x4, 3840,
244, slaset, M960x1x4, 3840,
245, slaset, M960x1x4, 3840,
246, slaset, M960x1x4, 3840,
247, sasum, M960x960x4_M960x1x4, 3690240,
248, sasum, M960x960x4_M960x1x4, 3690240,
249, sasum, M960x960x4_M960x1x4, 3690240,
250, sasum, M960x960x4_M960x1x4, 3690240,
251, sasum, M960x960x4_M960x1x4, 3690240,
252, slaset, M960x1x4, 3840,
253, sgeadd, M960x1x4_M960x1x4, 7680,
254, sgeadd, M960x1x4_M960x1x4, 7680,
255, sgeadd, M960x1x4_M960x1x4, 7680,
256, sgeadd, M960x1x4_M960x1x4, 7680,
257, sgeadd, M960x1x4_M960x1x4, 7680,
258, slange, M960x1x4_V960x1_M960x1x4, 8640,
259, slaset, M960x1x4, 3840,
260, slaset, M960x1x4, 3840,
261, slaset, M960x1x4, 3840,
262, slaset, M960x1x4, 3840,
263, slaset, M960x1x4, 3840,
264, sasum, M960x960x4_M960x1x4, 3690240,
265, sasum, M960x960x4_M960x1x4, 3690240,
266, sasum, M960x960x4_M960x1x4, 3690240,
267, sasum, M960x960x4_M960x1x4, 3690240,
268, sasum, M960x960x4_M960x1x4, 3690240,
269, slaset, M960x1x4, 3840,
270, sgeadd, M960x1x4_M960x1x4, 7680,
271, sgeadd, M960x1x4_M960x1x4, 7680,
272, sgeadd, M960x1x4_M960x1x4, 7680,
273, sgeadd, M960x1x4_M960x1x4, 7680,
274, sgeadd, M960x1x4_M960x1x4, 7680,
275, slange, M960x1x4_V960x1_M960x1x4, 8640,
276, slaset, M960x1x4, 3840,
277, slaset, M960x1x4, 3840,
278, slaset, M960x1x4, 3840,
279, slaset, M960x1x4, 3840,
280, slaset, M960x1x4, 3840,
281, sasum, M960x960x4_M960x1x4, 3690240,
282, sasum, M960x960x4_M960x1x4, 3690240,
283, sasum, M960x960x4_M960x1x4, 3690240,
284, sasum, M960x960x4_M960x1x4, 3690240,
285, sasum, M960x960x4_M960x1x4, 3690240,
286, slaset, M960x1x4, 3840,
287, sgeadd, M960x1x4_M960x1x4, 7680,
288, sgeadd, M960x1x4_M960x1x4, 7680,
289, sgeadd, M960x1x4_M960x1x4, 7680,
290, sgeadd, M960x1x4_M960x1x4, 7680,
291, sgeadd, M960x1x4_M960x1x4, 7680,
292, slange, M960x1x4_V960x1_M960x1x4, 8640,
293, slaset, M960x1x4, 3840,
294, slaset, M960x1x4, 3840,
295, slaset, M960x1x4, 3840,
296, slaset, M960x1x4, 3840,
297, slaset, M960x1x4, 3840,
298, sasum, M960x960x4_M960x1x4, 3690240,
299, sasum, M960x960x4_M960x1x4, 3690240,
300, sasum, M960x960x4_M960x1x4, 3690240,
301, sasum, M960x960x4_M960x1x4, 3690240,
302, sasum, M960x960x4_M960x1x4, 3690240,
303, slaset, M960x1x4, 3840,
304, sgeadd, M960x1x4_M960x1x4, 7680,
305, sgeadd, M960x1x4_M960x1x4, 7680,
306, sgeadd, M960x1x4_M960x1x4, 7680,
307, sgeadd, M960x1x4_M960x1x4, 7680,
308, sgeadd, M960x1x4_M960x1x4, 7680,
309, slange, M960x1x4_V960x1_M960x1x4, 8640,
310, slaset, M960x1x4, 3840,
311, slaset, M960x1x4, 3840,
312, slaset, M960x1x4, 3840,
313, slaset, M960x1x4, 3840,
314, slaset, M960x1x4, 3840,
315, sasum, M960x960x4_M960x1x4, 3690240,
316, sasum, M960x960x4_M960x1x4, 3690240,
317, sasum, M960x960x4_M960x1x4, 3690240,
318, sasum, M960x960x4_M960x1x4, 3690240,
319, sasum, M960x960x4_M960x1x4, 3690240,
320, slaset, M960x1x4, 3840,
321, sgeadd, M960x1x4_M960x1x4, 7680,
322, sgeadd, M960x1x4_M960x1x4, 7680,
323, sgeadd, M960x1x4_M960x1x4, 7680,
324, sgeadd, M960x1x4_M960x1x4, 7680,
325, sgeadd, M960x1x4_M960x1x4, 7680,
326, slange, M960x1x4_V960x1_M960x1x4, 8640,
327, slaset, M1x1x4, 4,
328, slange_max, M960x1x4_M1x1x4, 3844,
329, slange_max, M960x1x4_M1x1x4, 3844,
330, slange_max, M960x1x4_M1x1x4, 3844,
331, slange_max, M960x1x4_M1x1x4, 3844,
332, slange_max, M960x1x4_M1x1x4, 3844,
333, slange_max, M1x1x4_M1x1x4, 8,
334, slacpy, M1x1x4_M960x1x4, 3844,
