9005, spotrf, M320x320x4, 409600,	9045, spotrf, M320x320x4, 409600, 40
9006, strsm, M320x320x4_M320x320x4, 819200,	9046, strsm, M320x320x4_M320x320x4, 819200, 40
9007, strsm, M320x320x4_M320x320x4, 819200,	9047, strsm, M320x320x4_M320x320x4, 819200, 40
9008, strsm, M320x320x4_M320x320x4, 819200,	9048, strsm, M320x320x4_M320x320x4, 819200, 40
9009, strsm, M320x320x4_M320x320x4, 819200,	9049, strsm, M320x320x4_M320x320x4, 819200, 40
9010, strsm, M320x320x4_M320x320x4, 819200,	9050, strsm, M320x320x4_M320x320x4, 819200, 40
9011, strsm, M320x320x4_M320x320x4, 819200,	9051, strsm, M320x320x4_M320x320x4, 819200, 40
9012, strsm, M320x320x4_M320x320x4, 819200,	9052, strsm, M320x320x4_M320x320x4, 819200, 40
9013, strsm, M320x320x4_M320x320x4, 819200,	9053, strsm, M320x320x4_M320x320x4, 819200, 40
9014, strsm, M320x320x4_M320x320x4, 819200,	9054, strsm, M320x320x4_M320x320x4, 819200, 40
9015, strsm, M320x320x4_M320x320x4, 819200,	9055, strsm, M320x320x4_M320x320x4, 819200, 40
9016, strsm, M320x320x4_M320x320x4, 819200,	9056, strsm, M320x320x4_M320x320x4, 819200, 40
9017, strsm, M320x320x4_M320x320x4, 819200,	9057, strsm, M320x320x4_M320x320x4, 819200, 40
9018, strsm, M320x320x4_M320x320x4, 819200,	9058, strsm, M320x320x4_M320x320x4, 819200, 40
9019, strsm, M320x320x4_M320x320x4, 819200,	9059, strsm, M320x320x4_M320x320x4, 819200, 40
9020, strsm, M320x320x4_M320x320x4, 819200,	9060, strsm, M320x320x4_M320x320x4, 819200, 40
9021, strsm, M320x320x4_M320x320x4, 819200,	9061, strsm, M320x320x4_M320x320x4, 819200, 40
9022, strsm, M320x320x4_M320x320x4, 819200,	9062, strsm, M320x320x4_M320x320x4, 819200, 40
9023, strsm, M320x320x4_M320x320x4, 819200,	9063, strsm, M320x320x4_M320x320x4, 819200, 40
9024, strsm, M320x320x4_M320x320x4, 819200,	9064, strsm, M320x320x4_M320x320x4, 819200, 40
9027, ssyrk, M320x320x4_M320x320x4, 819200,	9067, ssyrk, M320x320x4_M320x320x4, 819200, 40
9028, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,	9068, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800, 40
9029, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,	9069, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800, 40
9030, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,	9070, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800, 40
9031, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,	9071, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800, 40
9032, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,	9072, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800, 40
9033, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800,	9073, sgemm, M320x320x4_M320x320x4_M320x320x4, 1228800, 40
